,title,price,colour,description,category,brand
1770,peplum trousers details,69.9,black,"high waist trousers featuring a belt appliqué with a matching ruffle trim and gem button, front vents at the hems and invisible side zip fastening.",bottoms,zara
1771,dress with contrasting ruffles details,59.9,ecru,"midi dress featuring a round neckline, short sleeves with elastic trim, matching embroidery, ruffle trims and lining. ",dresses,zara
1772,tuxedo bodysuit details,89.9,black,"long sleeve bodysuit with a lapel collar, defined shoulders and a surplice neckline. snap button fastening at the bottom.",tops,zara
1773,organza check shirt details,59.9,black,"collared shirt with long sleeves, front pockets and a concealed button up front.",tops,zara
1774,floral print mini dress details,69.9,multicoloured,short dress with a surplice neckline and short sleeves. featuring an elastic inner waist and wrap fastening in the front with a buttons.,dresses,zara
1775,dotted mesh skort details,49.9,black,high waist skort with interior lining and side zip fastening.,skirts,zara
1776,embroidered top details,45.9,ecru,v neck crop top with matching straps. elastic detail on the back and a ruffled hem.,tops,zara
1777,floral print dress blazer details,199.0,black,"dress blazer with a lapel collar, surplice neckline and long gathered sleeves. featuring front flap pockets, a matching fabric belt and wrap fastening with lined buttons.",dresses,zara
1778,women in art collection ©laura laine sweatshirt details,59.9,black,"oversized sweatshirt with an adjustable drawstring hood. featuring long sleeves, side vents at the hem and a ©laura laine 2019 print detail.",outerwear,zara
1779,oversized t shirt details,29.9,white,loose fitting short sleeve t shirt with a round neckline. ,tops,zara
1780,buttoned dress details,59.9,black,short v neck dress with short flared sleeves. featuring shirred detailing at the waist and front button fastening.,dresses,zara
1781,puffer jacket   bag details,139.0,black,"short jacket with a high collar, removable hood with adjustable drawstrings, side zip pockets and a zip up front. featuring a bag for transport.",outerwear,zara
1782,faux suede belted trench coat details,119.0,stone,"long sleeve trench coat with a lapel collar. featuring front welt pockets, shoulder tabs and a belt in matching fabric. ",outerwear,zara
1783,herringbone inverted lapel collar frock coat details,119.0,grey marl,"frock coat with a high collar, long sleeves and pronounced shoulders. featuring front pockets with flaps and metal hook fastening on the front.",outerwear,zara
1784,frilled mini skirt details,119.0,black,"skirt with pleats at the waist, a ruffled hem, lining and invisible side zip fastening.",skirts,zara
1785,ripped mid rise skinny jeans details,59.9,black,mid rise jeans in stretchy fabric with a five pocket design. featuring ripped detailing on the front and zip fly and metal top button fastening.,jeans,zara
1786,faux leather flared leggings details,45.9,cream,"high waist leggings with an elastic waist. false pockets on the front and back, flared hems and zip fly and snap button fastening. ",bottoms,zara
1787,animal print bermuda shorts details,59.9,leopard,flowing high waist bermuda shorts with an elastic waistband. featuring side pockets and a tie belt in the same fabric. ,skirts,zara
1788,©disney’s mickey mouse t shirt details,39.9,white,short sleeve t shirt with a round neckline and a mickey mouse ©disney print.,tops,zara
1789,low rise boyfriend jeans details,69.9,light blue,low rise jeans with a five pocket design. made of faded effect fabric with ripped detailing on the hems and zip fly and metal top button fastening.,jeans,zara
1790,dotted mesh mini dress details,69.9,black,"flowing dress with a v neckline, long sleeves and elastic cuffs. featuring pintucks on the chest and lining. ",dresses,zara
1791,striped puff sleeve sweater details,45.9,striped,knit sweater featuring a v neckline with ties and long puff sleeves. ,outerwear,zara
1792,long printed jumpsuit details,59.9,black,"jumpsuit featuring a v neckline, short sleeves and a belt with buckle.",dresses,zara
1793,t shirt with front print details,19.9,white,short sleeve t shirt with a round neckline and a contrast front print.,tops,zara
1794,check chino trousers details,69.9,natural,"mid waist trousers featuring front pockets, false welt back pockets and metal hook, inside button and zip fly fastening.",bottoms,zara
1795,voluminous mini dress details,69.9,black,"dress with a round neckline, short sleeves, gathered detail on the shoulders, side pleats and invisible back zip fastening. ",dresses,zara
1796,houndstooth tailored blazer details,69.9,camel,"blazer with a lapel collar and long sleeves. featuring front double welt pockets, a back vent and single button fastening in the front.",outerwear,zara
1797,trench coat with belt details,179.0,dark navy,"trench coat with a lapel collar, long turn up sleeves, front welt pockets and double breasted button fastening. featuring a belt with metal buckle and buttoned flap pocket.",outerwear,zara
1798,camisole top with vent details,45.9,black,loose fitting top with a v neckline and thin straps. featuring matching lace on the chest and a vent at the hem. ,tops,zara
1799,semi sheer blouse with ruffle trims details,59.9,black,flowing v neck blouse with long sleeves. featuring matching ruffle trims and button fastening at the front.,tops,zara
1800,striped jumpsuit with buttons details,89.9,blue/white,"jumpsuit with a v neckline and short turn up sleeves. featuring front patch pockets, false rear welt pockets, belt in the same fabric, turn up hems and contrast button fastening.",dresses,zara
1801,off the shoulder jumpsuit details,89.9,black,short sleeve jumpsuit with an elastic straight neckline. featuring a contrast belt appliqué and elastic cuffs.,dresses,zara
1802,houndstooth skinny trousers details,45.9,camel,"mid waist trousers with side pockets and false welt pockets in the back. metal hook, inside button and zip fastening in the front.",outerwear,zara
1803,belted coat details,259.0,fuchsia,long sleeve coat with a lapel collar. featuring front welt pockets and a matching belt for fastening.,outerwear,zara
1804,ruffle top details,49.9,sea green,"top featuring a straight neckline with elastic, thin straps, short sleeves and open shoulders. ",tops,zara
1805,full bodied denim skirt details,69.9,light blue,"high waist midi skirt with an elastic waistband. featuring side pockets, front darts and zip fly and top button fastening.",skirts,zara
1806,pleated dress details,45.9,black / white,round neck dress with long sleeves. featuring an elastic detail at the waist.,dresses,zara
1807,printed mini dress details,69.9,multicoloured,long sleeve dress with a round neckline and elasticated waist. featuring an asymmetric hem with a ruffle trim and a buttoned opening at the back.,dresses,zara
1808,poplin shirt with pocket details,45.9,white,"shirt with a lapel collar, v neckline and short sleeves. featuring a front patch pocket and a button up front.",tops,zara
1809,sequinned dress with belt details,89.9,blue,"sleeveless dress with a round neckline. featuring pronounced shoulders, a contrast belt, an elastic waist and invisible back zip fastening.",dresses,zara
1810,reversible down puffer jacket details,179.0,black,reversible down puffer jacket with an adjustable drawstring hood and long sleeves. side pockets with in seam zip. front fastening with zip and placket.,outerwear,zara
1811,buttoned baggy trousers details,59.9,light camel,"mid waist trousers with an elastic inner waistband. featuring front pockets, back patch pockets, turn up hems and front button fastening. ",jeans,zara
1812,zw premium paperbag jeans details,89.9,green,the joy paper bag in camouflage.,jeans,zara
1813,loose fitting shirt with pockets details,59.9,black,"loose fitting shirt featuring a lapel collar, short turn up sleeves, front patch pockets and a button up front. ",tops,zara
1814,jeans z1975 high rise straight cropped rips details,59.9,mid-blue,"faded high waist jeans with a five pocket design. featuring ripped detailing on the front, frayed hems and zip fly and metal top button fastening. ",jeans,zara
1815,t shirt with contrast pocket details,29.9,oyster white,short sleeve t shirt with a round neckline and a contrast patch pocket at the chest.,tops,zara
1816,circle print bermuda shorts details,59.9,pink,"high waist bermuda shorts featuring front pockets, false back welt pockets and metal zip fastening at the side.",skirts,zara
1817,pinstripe coat dress details,299.0,black,"coat dress with a lapel collar and long sleeves. featuring front flap pockets, chest welt pocket, false rear jetted pocket, contrast lining, adjustable tab appliqué at the back and double breasted button fastening. ",outerwear,zara
1818,frilled hem trousers details,119.0,black,high waist trousers with front pockets. featuring an asymmetric ruffled hems.,bottoms,zara
1819,pleated shorts details,45.9,black,hi rise shorts in flowing fabric with an elastic waistband and adjustable drawstrings.,skirts,zara
1820,knotted dress details,59.9,burgundy,"v neck dress featuring wide straps with knot, gathered detail on the back, hem with front vent and invisible side zip fastening. ",dresses,zara
